"Date","Country/Location","Rating","Author","Title","Body","Image links","Image Video Links","Verified Purchase","URL","Helpful count","Variation information","Styles"
"04/18/2021","United States 🇺🇸 ","4","Amazon Customer","Great game. Case broken","The game works great just hate that the case doesn't close right. Some one must have stepped on it. :*(","https://images-na.ssl-images-amazon.com/images/I/A11ClZJvJIL._SY1600.jpg, https://images-na.ssl-images-amazon.com/images/I/A11EqhqNzQL._SY1600.jpg, https://images-na.ssl-images-amazon.com/images/I/A1LL7Y5NMxL._SY1600.jpg","","false","https://www.amazon.com/gp/customer-reviews/RBTLB6AECF6GO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/18/2021","United States 🇺🇸 ","5","Jay K CC","Great game hours of fun for friends and family","Game is a blast to play. Shipping was fast product came new. No complaints","","","true","https://www.amazon.com/gp/customer-reviews/R3JQGUACEN4ITV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/18/2021","United States 🇺🇸 ","5","Kathy Meredith","Super fun","Great","","","true","https://www.amazon.com/gp/customer-reviews/R180I14QZV833Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/18/2021","United States 🇺🇸 ","5","Stephen","Absolutely having a blast","Great game absolutely enjoying it considering I grew up with the original super Nintendo Mario kart and played a couple more in between so it's been a few years since I played the last one but enjoying it would recommend","","","true","https://www.amazon.com/gp/customer-reviews/R39EHDM56RBV6B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/16/2021","United States 🇺🇸 ","5","Alejo Ching","Recomendado","Muy buen juego","https://images-na.ssl-images-amazon.com/images/I/A1sBe0gTqnL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R1KJZN1BAX3HW0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/15/2021","United States 🇺🇸 ","4","Sandra","Its an update of the wii u game","I loved the Mario Kart game for the Wii-U. So i was happy to purchase this game with my partner. We both try to beat each other in the races and get competitive 😁Only draw back? I do wish there were at least a few new courses but it is an updated game the was on the Wii-U","","","true","https://www.amazon.com/gp/customer-reviews/R36AOT5G12NSIS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/15/2021","United States 🇺🇸 ","5","Samantha S. frasier","Just as described","Fun game","","","true","https://www.amazon.com/gp/customer-reviews/R1PDOB9JCJUFLW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/13/2021","United States 🇺🇸 ","5","darklyger64","Amazon living up to high standards","Great game, on original packaging, works wonders","","","true","https://www.amazon.com/gp/customer-reviews/R231SJ2G0W4AQ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/12/2021","United States 🇺🇸 ","5","MS","Electrifying","It is a good game","","","true","https://www.amazon.com/gp/customer-reviews/R888YYW3MBUYA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/10/2021","United States 🇺🇸 ","5","Paul C.","As good as I hoped it to be","Really awesome game","","","true","https://www.amazon.com/gp/customer-reviews/R39MGQ1J1SIUXR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/10/2021","United States 🇺🇸 ","5","Enrique Mota","4 player, perfect family game","We enjoy it with the family!! The girls love it!!","","","true","https://www.amazon.com/gp/customer-reviews/RPFICBMQ1W4ZT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/10/2021","United States 🇺🇸 ","5","Handyman222","Great","Great","","","true","https://www.amazon.com/gp/customer-reviews/R1YQIPSRBLYG26/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/09/2021","United States 🇺🇸 ","5","Michele","Would buy again","Was a birthday present very happy","","","true","https://www.amazon.com/gp/customer-reviews/R2SZ5G9PPGRSFV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/08/2021","United States 🇺🇸 ","5","Steven Arredondo","A must have for the Nintendo Switch","Just about everything about this game is 10/10 very fun and addicting","","","true","https://www.amazon.com/gp/customer-reviews/R3NM9GNJVQDB6K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/05/2021","United States 🇺🇸 ","1","Jennifer Summers","Barely works on switch lite","I am so frustrated. They claim all switch games that work in handheld mode also work on switch lite, but this barely works. You can only use it in single player mode, you cannot play against anyone else or go on to most of the levels I am extremely disappointed in this game especially considered my 5 year old spent his own birthday money on it and it wasn't cheap.","","","true","https://www.amazon.com/gp/customer-reviews/R1OLQ95LCBQCX9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"04/05/2021","United States 🇺🇸 ","5","Brandon","BUY IT!","I know I am just a stranger in the Internet but please hear me out, if you are thinking of buying this game please stop AND JUST BUY IT! This game is so good and perfect so many game modes to explore it’s just fantastic please BUY IT NOW!!","https://images-na.ssl-images-amazon.com/images/I/A1D-QAzzfuL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/RUECSGNBAR5VA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/31/2021","United States 🇺🇸 ","4","Mary A. Pandelakis","Request:  I would like the Mario Brothers game!","Is a request for a birthday gift.It will be a hit.","","","true","https://www.amazon.com/gp/customer-reviews/R239IAAHP80Q8U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/31/2021","United States 🇺🇸 ","1","Kelli Fowler","No game included!","I bought this and it came with just the box. No game. I paid all of this money for nothing.","https://images-na.ssl-images-amazon.com/images/I/81wFGFCCzhL._SY1600.jpg","","true","https://www.amazon.com/gp/customer-reviews/R2399CBP6A69NL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/31/2021","United States 🇺🇸 ","5","sydney edwards","fun game","great","","","true","https://www.amazon.com/gp/customer-reviews/R2738QUEDPTLMV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/30/2021","United States 🇺🇸 ","5","Ty","My little boy enjoyed it","Made my little 7yr old boy happy, made me pissed to learn I lost my edge on MK 🤣","","","true","https://www.amazon.com/gp/customer-reviews/R2OIE5V683X33/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/28/2021","United States 🇺🇸 ","5","drunkspider","Oye; 200cc","Watch out for 200cc races. Shells shells everywhere [except when the AI in front of you steals a ? block so you can not get any item]. It is a fun game though; and I recommend it but the way the screen is split for 2 players is something to be desired. Bring back the traditional over under split screen for two players.","","","true","https://www.amazon.com/gp/customer-reviews/RD0EXPMEQTCQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/25/2021","United States 🇺🇸 ","5","melissa","Fun game!!","My 7 yr old LOVES to play this, especially with her daddy!","","","true","https://www.amazon.com/gp/customer-reviews/R1AVP5NPFX0OJK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/25/2021","United States 🇺🇸 ","5","Bonnie Mueller","A classic","Love this game. It’s one of my favorites! Hours of endless fun. It’s definitely one of the best Nintendo Switch games out there.","","","true","https://www.amazon.com/gp/customer-reviews/R127U4L3IMC7B4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/24/2021","United States 🇺🇸 ","5","Andres García","Buen producto","Buen producto","","","true","https://www.amazon.com/gp/customer-reviews/R3VCIMIE0ZPXR9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/23/2021","United States 🇺🇸 ","5","Kris","Love it","Love it","","","true","https://www.amazon.com/gp/customer-reviews/RLGQBIDJMFB1O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/22/2021","United States 🇺🇸 ","5","jordan daily","MARIO IS SEXY","MARIO RAIL ME","","","true","https://www.amazon.com/gp/customer-reviews/RG3SW3WKB0EQ8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","1","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/21/2021","United States 🇺🇸 ","5","MyTwoCents","Fun times had by all","GameCube still has the best Mario Kart. But this one is fun.","","","true","https://www.amazon.com/gp/customer-reviews/R2JP6K0LAYTTV9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/21/2021","United States 🇺🇸 ","5","Danahc","Great fun for the whole family","Awesome that all 4 of us can play together at the same time.","","","true","https://www.amazon.com/gp/customer-reviews/R1QI135BMR3OJK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/20/2021","United States 🇺🇸 ","5","Cheryl","Great product","Family time actually happens now.","","","true","https://www.amazon.com/gp/customer-reviews/R3HGMOW8N4DTC7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/19/2021","United States 🇺🇸 ","5","Dee","Good for the money","Lots of good stuff. Good for money","","","true","https://www.amazon.com/gp/customer-reviews/RPAGZ5Y4W2HDZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/18/2021","United States 🇺🇸 ","5","A]B","So fun 🤩","Sooooo happy, love this game 😍","","","true","https://www.amazon.com/gp/customer-reviews/R1HG2TBL71S2DM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/18/2021","United States 🇺🇸 ","5","Seyer","Go!","Includes everything even DLC. All tracks and characters available at the start with the unlockables mainly being kart parts. Game looks and plays great with outstanding music. Classic tracks are here too","","","true","https://www.amazon.com/gp/customer-reviews/R3812HWP6D5P5D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/17/2021","United States 🇺🇸 ","3","Sara","It’s fun, but regressed from the wii version imo","Mariokart is fun, I wouldn’t not buy it but compared to the wii version it’s made some downgrades, there are almost no settings, kind of a bummer it was really fun to switch up mystery box balances and stuff... also the game is on auto steering automatically so when you go to play be sure to turn it off but the only way to do this is to pause the game and then change your setting. Weird. I recommend but it’s certainly no game changer.","","","true","https://www.amazon.com/gp/customer-reviews/R25RWEC92EWKEP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","3","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/17/2021","United States 🇺🇸 ","5","Jesse S.","Great family fun","What can I say, its Mario Kart!","","","true","https://www.amazon.com/gp/customer-reviews/RCJTTG2L4SA6R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/16/2021","United States 🇺🇸 ","5","melissa austin","Best family game ever","I recommend 4 controllers. All three kids adore this game, and I do too","","","true","https://www.amazon.com/gp/customer-reviews/R28NM7D1CJACUP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/15/2021","United States 🇺🇸 ","5","IN","SIEMPRE MARIO","EN GENERAL ME GUSTAN MUCHO LOS JUEGOS DE MARIO Y ESTE NO ES LA EXCEPCION","","","true","https://www.amazon.com/gp/customer-reviews/R3UWNRY5XFE0Q4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/15/2021","United States 🇺🇸 ","5","Jojo","Good and earlier than expected","Great condition and good game.","","","true","https://www.amazon.com/gp/customer-reviews/R3HAQW8M6IEXN2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/13/2021","United States 🇺🇸 ","5","Michele Clemo","Great","So fun! One of the best games ever. Kids love it too","","","true","https://www.amazon.com/gp/customer-reviews/R1PSRR2ZM2KFCL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/12/2021","United States 🇺🇸 ","5","Bau","lots of fun","lots of fun","","","true","https://www.amazon.com/gp/customer-reviews/R3D9BAEDWKZ77J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/12/2021","United States 🇺🇸 ","5","Nellie","Fun!!","So much fun!! Have spent hours perfecting my skills!","","","true","https://www.amazon.com/gp/customer-reviews/R1AGD0DDN2R7I0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/12/2021","United States 🇺🇸 ","5","Amazon Customer","Love this!","So much fun! Love it!","","","true","https://www.amazon.com/gp/customer-reviews/R27609T8Q1IP7S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/12/2021","United States 🇺🇸 ","5","barcenas1109","Really fun, not really for competitors.","It's a great and fun game, looks fantastic for a switch game. Bad part is it's really easy and it punishes the player if they are really good at it by not rewarding good or decent items if in 1st place. Great game for friends and family not at all for serious competitors.","","","true","https://www.amazon.com/gp/customer-reviews/R2VG7UWROBET0F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/11/2021","United States 🇺🇸 ","5","Ashley Torres","Como nuevo","El juego es súper entretenido para jugar solo y en familia. El empaque nuevo.","","","true","https://www.amazon.com/gp/customer-reviews/R1DMEW01NW4V5Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/11/2021","United States 🇺🇸 ","5","Black Woman","ITS MARIO","MARIO","","","false","https://www.amazon.com/gp/customer-reviews/R2JW7R82YBZ2RO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/11/2021","United States 🇺🇸 ","5","Kyoshiro","Great racing/fun game","Great family game with a lot of characters and vehicles to play with.","","","true","https://www.amazon.com/gp/customer-reviews/R3ILRC6SUWFZUI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/10/2021","United States 🇺🇸 ","5","Packer Fan","Great Game","Item as described, delivered very promptly!","","","true","https://www.amazon.com/gp/customer-reviews/R1D9K1YGTH81BX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
"03/10/2021","United States 🇺🇸 ","5","John","Great addition to the franchise.","Mario Kart has always been a great racing game for anyone, and Mario Kart 8 Deluxe is no exception. If you've played any other Mario Kart, you won't want to miss this one.","","","true","https://www.amazon.com/gp/customer-reviews/R2STNQXR504BZR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N1037CV","0","B01N1037CV","Platform For Display: Nintendo Switch | Edition: Standard"
